"BBL","Address","Initial Benefit Year","Exemption Years","Tax Year","Total # of MCIs","# of MCIs Granted in Full or Partial","# of MCIs Granted in Full","# of MCIs Denied"
1015610047,"1570 1ST AVE",1993,14,2000,2,2,1,0
1015620013,"421 E 82ND ST",1995,14,2000,1,1,0,0
1015650028,"446 E 86TH ST",1997,14,2000,1,1,0,0
1015680036,"428 E 89TH ST",1990,14,2000,2,2,0,0
1015760041,"516 E 80TH ST",1991,14,2000,1,1,0,0
1015780010,"515 E 81ST ST",1996,14,2000,2,2,2,0
1015790014,"521 E 82ND ST",2000,34,2000,1,1,1,0
1015790015,"525 E 82ND ST",1989,14,2000,4,3,1,0
1015800002,"1580 YORK AVE",1992,14,2000,1,1,0,0
1015810030,"110 E END AVE",1995,14,2000,2,2,2,0
1015820015,"529 E 85TH ST",1995,14,2000,1,1,0,0
1015850005,"505 E 88TH ST",1991,14,2000,1,1,0,0
1015850051,"1688 TO 1690 YORK AVE",1999,14,2000,1,1,0,0
1015860001,"1700 YORK AVE",1997,14,2000,3,2,0,1
1016020001,"1150 5TH AVE",1994,14,2000,5,5,3,0
1016030001,"1160 5TH AVE",1989,14,2000,1,1,0,0
1016030025,"53 E 97TH ST",1994,14,2000,4,2,0,1
1016030027,"57 E 97TH ST",1997,14,2000,3,1,0,1
1016140013,"21 E 108TH ST",1991,14,2000,1,1,1,0
1016140069,"1274 5TH AVE",1996,14,2000,2,1,0,1
1016240021,"153 TO 159 E 96TH ST",1996,14,2000,3,2,1,0
1016340060,"124 E 107TH ST",1999,14,2000,1,1,0,0
1016390124,"1791 LEXINGTON AVE",1993,34,2000,1,1,1,0
1016390133,"181 E 111TH ST",1993,34,2000,3,2,2,0
1016430065,"112 E 116TH ST",1992,14,2000,2,2,1,0
1016460019,"231 E 96TH ST",1996,14,2000,1,1,0,0
1016710031,"338 E 100TH ST",1992,14,2000,3,3,3,0
1016740049,"1998 2ND AVE",1990,14,2000,1,1,1,0
1016800011,"315 E 108TH ST",1996,14,2000,1,1,1,0
1017100022,"451 E 116TH ST",1998,14,2000,1,1,0,0
1017210045,"11 TO 15 W 123RD ST",1996,14,2000,2,1,1,1
1017220039,"2018 5TH AVE",1993,14,2000,1,1,0,0
1017230023,"17 W 125TH ST",1997,14,2000,2,1,0,1
1017300009,"45 W 132ND ST",1996,14,2000,3,2,1,1
1017300025,"25 W 132ND ST",1996,14,2000,3,2,1,1
1017300036,"2186 5TH AVE",1996,14,2000,6,4,3,2
1017300045,"10 W 135TH ST",1992,14,2000,5,3,2,1
1017300064,"40 W 135TH ST",1996,14,2000,5,4,3,1
1017300075,"470 LENOX AVE",1996,14,2000,5,3,2,1
1017370001,"620 LENOX AVE",1996,14,2000,4,3,0,1
1017370015,"45 W 139TH ST",1992,14,2000,4,4,0,0
1017370025,"30 W 141ST ST",1990,14,2000,11,10,0,1
1017370059,"60 W 142ND ST",1989,14,2000,4,4,0,0
1017370069,"630 LENOX AVE",1990,14,2000,4,4,0,0
1017490014,"23 TO 25 E 124TH ST",1992,14,2000,1,1,0,0
1018210052,"128 W 112TH ST",2000,14,2000,1,1,0,0
1018220007,"137 W 112TH ST",2000,14,2000,2,2,1,0
1018220055,"136 W 113TH ST",2000,14,2000,1,1,0,0
1018250045,"120 TO 126 W 116TH ST",1990,34,2000,2,2,2,0
1018250063,"1917 TO 1919 7TH AVE",1990,34,2000,1,1,0,0
1018260006,"239 TO 241 W 110TH ST",1988,14,2000,2,2,1,0
1018260018,"215 TO 221 CATHEDRAL PKWY",1995,14,2000,4,3,1,1
1018260022,"207 TO 213 CENTRAL PARK N",1998,14,2000,2,2,2,0
1018280038,"218 TO 220 W 113TH ST",2000,14,2000,1,1,1,0
1018310029,"1902 7TH AVE",1996,14,2000,1,1,0,0
1018320016,"27 W 96TH ST",1999,14,2000,4,4,2,0
1018390018,"78 MANHATTAN AVE",1994,14,2000,2,2,1,0
1018400035,"447 TO 448 CENTRAL PARK W",1996,14,2000,2,2,0,0
1018420010,"57 TO 59 W 106TH ST",1999,14,2000,1,1,1,0
1018420012,"53 TO 55 W 106TH ST",1999,14,2000,2,2,2,0
1018480042,"315 W 115TH ST",1995,34,2000,1,1,0,0
1018480059,"310 W 116TH ST",1989,34,2000,1,1,0,0
1018480060,"312 W 116TH ST",1989,34,2000,1,1,0,0
1018480061,"314 W 116TH ST",1989,34,2000,1,1,0,0
1018480067,"372 MANHATTAN AVE",1989,34,2000,1,1,0,0
1018490043,"360 W 116TH ST",1992,34,2000,1,1,0,0
1018490050,"374 W 116TH ST",1992,34,2000,1,1,0,0
1018520001,"765 TO 775 AMSTERDAM AVE",1992,14,2000,7,6,3,0
1018520005,"784 COLUMBUS AVE",1994,14,2000,3,2,0,0
1018520020,"788 COLUMBUS AVE",1994,14,2000,3,2,0,0
1018520031,"792 COLUMBUS AVE",1994,14,2000,3,2,0,0
1018600061,"160 W 106TH ST",1994,14,2000,1,1,1,0
1018620001,"175 W 107TH ST",1999,14,2000,2,2,1,0
1018640039,"412 W 110TH ST",1996,14,2000,5,5,2,0
1018680001,"740 W END AVE",1997,14,2000,3,2,2,1
1018680040,"226 W 97TH ST",1993,14,2000,3,3,2,0
1018680044,"230 W 97TH ST",1994,14,2000,6,2,2,4
1018700001,"782 W END AVE",1995,14,2000,1,1,0,0
1018700056,"250 W 99TH ST",1993,14,2000,1,1,0,0
1018710001,"808 W END AVE",1999,14,2000,4,3,3,0
1018710010,"243 W 99TH ST",1994,14,2000,1,1,0,0
1018710020,"233 W 99TH ST",1994,14,2000,1,1,0,0
1018710061,"820 TO 822 W END AVE",1999,14,2000,5,4,4,0
1018720043,"210 W 101ST ST",1999,34,2000,1,1,1,0
1018730001,"840 W END AVE",1994,14,2000,2,2,1,0
1018730010,"229 W 101ST ST",1993,14,2000,2,2,0,0
1018730042,"216 W 102ND ST",1998,14,2000,4,3,1,0
1018740022,"2680 BROADWAY",1993,14,2000,1,1,0,0
1018740037,"210 W 103RD ST",1989,14,2000,2,2,0,0
1018750058,"250 W 104TH ST",1990,14,2000,2,2,1,0
1018760061,"910 W END AVE",1992,14,2000,2,2,1,0
1018780037,"210 W 107TH ST",2000,14,2000,3,3,1,0
1018780042,"220 W 107TH ST",1996,14,2000,1,1,1,0
1018780047,"230 W 107TH ST",2000,14,2000,2,2,2,0
1018790024,"207 W 107TH ST",1990,14,2000,1,1,1,0
1018800025,"209 W 108TH ST",1993,14,2000,1,1,1,0
1018800037,"204 W 109TH ST",1989,14,2000,1,1,1,0
1018820008,"535 W 110TH ST",2000,14,2000,1,1,0,0
1018820028,"501 W 110TH ST",1990,14,2000,3,2,1,1
1018850021,"517 W 113TH ST",1990,14,2000,2,2,0,0
1018870040,"250 RIVERSIDE DR",1996,14,2000,1,1,0,0
1018880001,"260 RIVERSIDE DR",1999,14,2000,3,2,0,1
1018880007,"315 TO 317 W 98TH ST",1994,14,2000,1,1,1,0
1018880015,"785 W END AVE",1990,14,2000,2,2,0,0
1018890001,"280 RIVERSIDE DR",1996,14,2000,4,4,2,0
1018890040,"290 RIVERSIDE DR",1997,14,2000,4,4,0,0
1018890072,"299 RIVERSIDE DR",1994,14,2000,2,2,0,0
1018900007,"315 W 102ND ST",1993,14,2000,1,1,1,0
1018900036,"305 RIVERSIDE DR",1999,14,2000,3,3,2,0
1018900064,"306 TO 310 W 104TH ST",1999,14,2000,1,1,1,0
1018910026,"915 W END AVE",1993,14,2000,1,1,0,0
1018910054,"925 W END AVE",1990,14,2000,2,1,0,1
1018960043,"425 RIVERSIDE DR",1998,14,2000,9,8,7,0
1019020061,"160 W 118TH ST",1991,34,2000,2,2,2,0
1019020062,"1949 7TH AVE",1991,14,2000,1,1,1,0
1019220020,"215 W 116TH ST",1994,14,2000,1,1,0,0
1019430020,"388 MANHATTAN AVE",1991,34,2000,2,2,1,0
1019430023,"315 W 116TH ST",1991,34,2000,1,1,0,0
1019430024,"313 W 116TH ST",1991,34,2000,1,1,0,0
1019430044,"320 W 117TH ST",1991,34,2000,1,1,0,0
1019430045,"322 W 117TH ST",1991,14,2000,2,2,0,0
1019430047,"392 MANHATTAN AVE",1991,34,2000,2,2,0,0
1019520011,"301 SAINT NICHOLAS AVE",1992,14,2000,2,2,0,0
1019580038,"456 SAINT NICHOLAS AVE",1990,34,2000,2,2,2,0
1019660102,"460 W 126TH ST",1995,34,2000,1,1,1,0
1019690034,"409 W 129TH ST",1992,14,2000,1,1,1,0
1019690040,"41 SAINT NICHOLAS TER",1999,14,2000,1,1,1,0
1019690048,"49 SAINT NICHOLAS TER",1990,14,2000,3,3,2,0
1019690081,"1411 AMSTERDAM AVE",1991,34,2000,1,1,1,0
1019700048,"90 TO 94 CONVENT AVE",1990,14,2000,3,1,1,0
1019700060,"110 CONVENT AVE",1993,14,2000,2,2,1,0
1019770018,"521 W 122ND ST",1995,14,2000,2,2,1,0
1019770021,"515 W 122ND ST",1995,14,2000,3,3,1,0
1019770026,"505 W 122ND ST",2000,14,2000,1,1,1,0
1019770033,"1268 AMSTERDAM AVE",1990,14,2000,2,2,1,0
1019770044,"524 W 123RD ST",1998,14,2000,2,2,1,0
1019770045,"526 W 123RD ST",1989,14,2000,1,1,1,0
1019820061,"567 TO 569 W 125TH ST",2000,14,2000,1,1,1,0
1019880074,"535 W 135TH ST",1997,14,2000,1,1,0,0
1019880080,"531 W 135TH ST",1996,14,2000,2,2,1,0
1019880103,"501 W 135TH ST",1990,14,2000,4,4,2,0
1019880109,"502 W 136TH ST",1992,14,2000,3,2,2,1
1019930023,"3113 TO 3117 BROADWAY",1991,14,2000,1,1,1,0
1019930037,"3137 BROADWAY",1990,14,2000,1,1,0,0
1019930047,"160 CLAREMONT AVE",1993,14,2000,1,1,0,0
1019930105,"188 CLAREMONT AVE",1999,34,2000,1,1,0,0
1019930112,"180 CLAREMONT AVE",1994,14,2000,2,1,1,1
1019940062,"185 CLAREMONT AVE",1992,14,2000,3,3,0,0
1019940066,"189 CLAREMONT AVE",1990,14,2000,3,2,2,0
1019940069,"191 CLAREMONT AVE",1990,14,2000,2,2,1,0
1020020011,"629 W 135TH ST",1990,14,2000,2,2,2,0
1020020052,"606 W 137TH ST",1991,14,2000,1,1,1,0
1020060011,"133 TO 137 W 137TH ST",1991,14,2000,7,7,7,0
1020060042,"112 W 138TH ST",1991,14,2000,2,1,0,0
1020090045,"148 W 141ST ST",1991,14,2000,1,1,1,0
1020320005,"273 W 146TH ST",1998,14,2000,2,2,1,0
1020320006,"271 W 146TH ST",1998,14,2000,2,2,1,0
1020320007,"269 W 146TH ST",1998,14,2000,2,2,1,0
1020320008,"267 W 146TH ST",1997,14,2000,2,2,1,0
1020320009,"265 W 146TH ST",1998,14,2000,2,2,1,0
1020320055,"230 TO 234 W 147TH ST",1998,14,2000,1,1,1,0
1020350001,"210 TO 226 W 150TH ST",1997,14,2000,2,2,2,0
1020460001,"305 W 150TH ST",1992,14,2000,1,1,0,0
1020470021,"242 BRADHURST AVE",1992,34,2000,2,1,0,0
1020470023,"246 BRADHURST AVE",1992,34,2000,1,1,0,0
1020470025,"303 W 154TH ST",1991,14,2000,2,1,1,1
1020480041,"622 SAINT NICHOLAS AVE",1988,34,2000,2,1,0,1
1020480044,"610 TO 612 SAINT NICHOLAS AVE",1989,34,2000,1,1,0,0
1020500007,"289 CONVENT AVE",1995,14,2000,2,2,2,0
1020500011,"295 CONVENT AVE",1993,14,2000,3,3,0,0
1020500015,"305 CONVENT AVE",1995,14,2000,3,2,2,0
1020500113,"53 HAMILTON TER",1999,14,2000,3,3,3,0
1020500118,"63 HAMILTON TER",1999,14,2000,5,3,2,0
1020510012,"135 EDGECOMBE AVE",1989,34,2000,1,1,0,0
1020510014,"139 EDGECOMBE AVE",1989,34,2000,1,1,0,0
1020510020,"634 SAINT NICHOLAS AVE",1997,14,2000,2,1,1,0
1020510035,"666 SAINT NICHOLAS AVE",1999,14,2000,2,1,1,0
1020530058,"742 SAINT NICHOLAS AVE",1991,34,2000,1,1,0,0
1020530111,"2 TO 4 SAINT NICHOLAS PL",1990,14,2000,2,2,0,0
1020540006,"357 EDGECOMBE AVE",1989,14,2000,1,1,0,0
1020540049,"385 EDGECOMBE AVE",1990,14,2000,2,2,1,0
1020570039,"260 CONVENT AVE",1997,34,2000,2,2,0,0
1020580047,"310 CONVENT AVE",1998,14,2000,2,2,1,0
1020630054,"452 W 149TH ST",1995,14,2000,3,3,3,0
1020630057,"460 W 149TH ST",1999,14,2000,3,3,3,0
1020680002,"1883 AMSTERDAM AVE",1995,14,2000,2,1,1,0
1020680011,"449 W 153RD ST",1992,14,2000,2,2,2,0
1020700012,"35 HAMILTON PL",1990,14,2000,4,2,1,2
1020720039,"87 HAMILTON PL",1991,14,2000,2,1,1,0
1020730001,"561 W 141ST ST",1990,14,2000,2,1,0,1
1020740001,"547 W 142ND ST",1996,14,2000,2,2,1,0
1020770039,"514 TO 516 W 146TH ST",1991,34,2000,1,1,1,0
1020780061,"546 W 147TH ST",1993,14,2000,1,1,0,0
1020790041,"510 W 148TH ST",1990,14,2000,1,1,1,0
1020810037,"506 W 150TH ST",1996,34,2000,1,1,0,0
1020810039,"510 W 150TH ST",1996,34,2000,1,1,0,0
1020860011,"611 W 137TH ST",1991,14,2000,4,4,2,0
1020860016,"609 W 137TH ST",1991,14,2000,3,3,3,0
1020860020,"607 W 137TH ST",1991,14,2000,2,2,1,0
1020860024,"605 W 137TH ST",1990,14,2000,2,2,0,0
1020860029,"601 W 137TH ST",1991,14,2000,2,2,0,0
1020860036,"600 W 138TH ST",1998,14,2000,3,3,0,0
1020870015,"610 RIVERSIDE DR",2000,14,2000,4,3,2,1
1020870025,"603 W 138TH ST",1992,14,2000,1,1,1,0
1020870041,"610 W 139TH ST",1989,14,2000,1,1,0,0
1020880019,"619 W 140TH ST",1989,14,2000,2,2,1,0
1020880036,"600 W 141ST ST",1994,14,2000,1,1,1,0
1020880047,"622 W 141ST ST",1993,14,2000,2,1,0,1
1020880091,"601 W 141ST ST",1990,14,2000,2,2,1,0
1020910017,"670 RIVERSIDE DR",1997,14,2000,1,1,1,0
1020910022,"619 W 144TH ST",1994,14,2000,1,1,1,0
1020910024,"615 W 144TH ST",1993,14,2000,1,1,0,0
1020920036,"600 W 146TH ST",1989,14,2000,1,1,0,0
1020950046,"620 W 149TH ST",1989,14,2000,2,1,0,0
1020970040,"628 W 151ST ST",1998,14,2000,2,2,1,0
1020980040,"610 W 152ND ST",1991,14,2000,1,1,0,0
1020980043,"614 W 152ND ST",1996,14,2000,1,1,1,0
1020990015,"625 W 152ND ST",1999,34,2000,1,1,1,0
1020990029,"3675 BROADWAY",1985,14,2000,1,1,1,0
1020990063,"760 TO 762 RIVERSIDE DR",1998,14,2000,4,1,0,1
1021070014,"930 SAINT NICHOLAS AVE",1990,14,2000,1,1,0,0
1021080003,"940 TO 942 SAINT NICHOLAS AVE",1990,14,2000,4,2,0,1
1021080065,"945 SAINT NICHOLAS AVE",1995,34,2000,1,1,1,0
1021080081,"498 W 159TH ST",1993,14,2000,4,2,0,1
1021090018,"974 SAINT NICHOLAS AVE",1994,14,2000,3,3,0,0
1021090034,"555 EDGECOMBE AVE",1993,14,2000,2,2,0,0
1021090041,"545 EDGECOMBE AVE",1994,14,2000,1,1,0,0
1021110044,"481 W 165TH ST",1990,14,2000,1,1,0,0
1021110064,"631 EDGECOMBE AVE",1999,14,2000,1,1,0,0
1021140026,"520 W 156TH ST",2000,14,2000,1,1,1,0
1021140028,"516 W 156TH ST",1997,14,2000,2,2,1,0
1021150005,"550 W 157TH ST",1999,14,2000,5,3,1,1
1021150062,"555 W 156TH ST",1990,14,2000,4,4,4,0
1021160029,"508 W 158TH ST",1990,14,2000,1,1,1,0
1021170061,"545 W 158TH ST",1991,14,2000,4,2,2,2
1021190001,"555 W 160TH ST",1991,14,2000,5,5,3,0
1021190005,"580 W 161ST ST",1994,14,2000,1,1,1,0
1021200008,"566 W 162ND ST",2000,14,2000,4,4,1,0
1021220069,"3920 BROADWAY",1995,14,2000,1,1,0,0
1021220100,"559 W 164TH ST",1993,14,2000,4,2,1,2
1021220150,"530 W 163RD ST",1990,14,2000,2,2,2,0
1021230026,"1 AUDUBON AVE",1996,14,2000,1,1,1,0
1021230077,"519 W 167TH ST",1998,14,2000,1,1,1,0
1021260042,"500 W 170TH ST",1998,14,2000,1,1,0,0
1021270023,"555 W 170TH ST",1994,14,2000,3,2,1,0
1021270029,"101 AUDUBON AVE",1998,14,2000,1,1,1,0
1021270048,"2224 AMSTERDAM AVE",1998,14,2000,1,1,1,0
1021270051,"501 W 170TH ST",1997,14,2000,1,1,1,0
1021270056,"509 W 170TH ST",1992,14,2000,2,2,1,0
1021280001,"569 W 171ST ST",1992,14,2000,1,1,0,0
1021300009,"562 W 174TH ST",1999,14,2000,1,1,1,0
1021310013,"560 TO 562 W 175TH ST",1993,14,2000,1,1,1,0
1021320001,"525 W 175TH ST",1992,14,2000,1,1,1,0
1021320021,"247 AUDUBON AVE",2000,14,2000,1,1,1,0
1021330001,"575 W 175TH ST",1990,14,2000,1,1,1,0
1021330010,"580 W 176TH ST",1989,14,2000,3,3,3,0
1021330013,"574 W 176TH ST",1994,14,2000,1,1,1,0
1021330016,"214 AUDUBON AVE",1991,14,2000,2,2,2,0
1021330024,"561 W 175TH ST",1992,14,2000,2,2,1,0
1021330034,"598 W 177TH ST",1992,14,2000,3,2,2,0
1021330046,"228 AUDUBON AVE",1991,14,2000,1,1,1,0
1021330050,"220 AUDUBON AVE",1992,34,2000,1,1,1,0
1021330076,"248 AUDUBON AVE",1989,14,2000,1,1,1,0
1021330080,"240 AUDUBON AVE",1991,14,2000,1,1,1,0
1021340071,"790 RIVERSIDE DR",1992,14,2000,1,1,0,0
1021340080,"614 W 157TH ST",1990,14,2000,4,3,1,1
1021340090,"600 W 157TH ST",1990,14,2000,3,3,3,0
1021350060,"158-18 TO 159-00 RIVERSIDE DR W",1990,14,2000,2,1,1,1
1021360020,"838 TO 844 RIVERSIDE DR",1990,14,2000,2,2,1,0
1021360106,"884 RIVERSIDE DR",1998,14,2000,4,1,1,1
1021360160,"667 W 161ST ST",1992,14,2000,2,1,0,1
1021360175,"666 W 162ND ST",1990,14,2000,2,2,1,0
1021360180,"656 W 162ND ST",1997,34,2000,1,1,0,0
1021360190,"91 FORT WASHINGTON AVE",1992,14,2000,3,2,1,1
1021360200,"659 W 162ND ST",1997,14,2000,1,1,0,0
1021360205,"671 W 162ND ST",1993,14,2000,1,1,1,0
1021360210,"920 RIVERSIDE DR",1998,14,2000,1,1,0,0
1021370026,"600 W 162ND ST",2000,14,2000,3,2,0,1
1021370032,"601 W 162ND ST",1993,14,2000,1,1,1,0
1021370040,"80 FORT WASHINGTON AVE",1991,14,2000,7,6,4,1
1021370065,"38 FORT WASHINGTON AVE",1998,14,2000,6,2,2,4
1021370080,"600 W 163RD ST",1992,14,2000,4,2,1,1
1021370091,"86 FORT WASHINGTON AVE",1991,14,2000,6,1,0,4
1021370110,"601 W 163RD ST",1989,14,2000,1,1,0,0
1021370112,"611 W 163RD ST",1990,14,2000,1,1,1,0
1021380134,"238 FORT WASHINGTON AVE",1990,14,2000,3,2,1,1
1021390164,"79 HAVEN AVE",1998,14,2000,1,1,1,0
1021390181,"251 FORT WASHINGTON AVE",1999,14,2000,2,2,0,0
1021390200,"271 FORT WASHINGTON AVE",1993,14,2000,2,2,0,0
1021390204,"275 FORT WASHINGTON AVE",1990,14,2000,2,1,1,1
1021390295,"146 TO 150 HAVEN AVE",1995,14,2000,1,1,1,0
1021390329,"735 W 172ND ST",1999,14,2000,1,1,1,0
1021390335,"725 W 172ND ST",1990,14,2000,2,2,2,0
1021390340,"715 W 172ND ST",1998,14,2000,1,1,0,0
1021390500,"227 HAVEN AVE",1991,14,2000,6,1,0,5
1021390551,"217 HAVEN AVE",1998,14,2000,4,2,1,2
1021390584,"353 FORT WASHINGTON AVE",1997,14,2000,2,1,0,1
1021420034,"640 W 171ST ST",1998,14,2000,1,1,1,0
1021420045,"260 FORT WASHINGTON AVE",1999,34,2000,1,1,1,0
1021420058,"651 W 171ST ST",1997,14,2000,2,2,2,0
1021420061,"643 W 171ST ST",1991,14,2000,2,2,2,0
1021420095,"647 W 172ND ST",1990,14,2000,4,3,2,1
1021420161,"336 FORT WASHINGTON AVE",1990,34,2000,1,1,1,0
1021420168,"344 FORT WASHINGTON AVE",1992,14,2000,2,2,2,0
1021420202,"709 W 176TH ST",1997,34,2000,1,1,1,0
1021420227,"715 W 175TH ST",1990,14,2000,1,1,0,0
1021430001,"615 TO 617 W 173RD ST",1996,14,2000,4,2,0,2
1021430005,"11 WADSWORTH AVE",1991,14,2000,2,1,1,1
1021430008,"15 WADSWORTH AVE",1991,14,2000,3,3,1,0
1021430013,"600 W 174TH ST",1993,14,2000,1,1,0,0
1021430021,"609 W 173RD ST",1994,14,2000,2,2,2,0
1021430062,"609 W 174TH ST",1994,14,2000,2,2,1,0
1021440061,"601 TO 609 W 175TH ST",1991,14,2000,1,1,1,0
1021450022,"667 W 177TH ST",1991,14,2000,4,1,1,3
1021450044,"655 W 177TH ST",1984,14,2000,1,1,1,0
1021490003,"497 W 182ND ST",1990,14,2000,1,1,1,0
1021490056,"24 TO 36 LAUREL HILL TER",1999,14,2000,2,2,1,0
1021490097,"490 W 187TH ST",1995,14,2000,2,2,2,0
1021490108,"485 W 187TH ST",1996,14,2000,2,1,1,0
1021490120,"495 W 187TH ST",1995,14,2000,1,1,1,0
1021520054,"507 W 179TH ST",1996,14,2000,3,1,1,1
1021530037,"556 W 180TH ST",1992,14,2000,1,1,0,0
1021530040,"550 W 180TH ST",1993,14,2000,1,1,0,0
1021530043,"540 TO 546 W 180TH ST",1992,14,2000,1,1,1,0
1021530057,"561 W 180TH ST",1990,14,2000,2,2,0,0
1021530080,"541 TO 547 W 180TH ST",1985,34,2000,2,2,0,0
1021540008,"570 W 182ND ST",1989,14,2000,1,1,0,0
1021540077,"556 W 184TH ST",1991,14,2000,2,2,1,0
1021540079,"554 W 184TH ST",1991,14,2000,3,3,2,0
1021540080,"552 W 184TH ST",1991,14,2000,1,1,0,0
1021540082,"550 TO 552 W 184TH ST",1992,14,2000,5,4,3,0
1021550039,"520 W 183RD ST",1994,14,2000,4,4,3,0
1021560035,"403 AUDUBON AVE",1991,14,2000,4,3,3,1
1021580040,"570 W 189TH ST",1992,14,2000,2,2,2,0
1021580062,"575 W 189TH ST",1990,14,2000,1,1,1,0
1021580067,"570 W 190TH ST",1990,14,2000,3,3,3,0
1021580070,"566 W 190TH ST",1995,14,2000,3,3,2,0
1021580084,"561 W 189TH ST",1999,14,2000,1,1,1,0
1021610001,"599 W 190TH ST",1997,14,2000,2,1,1,1
1021610004,"598 W 191ST ST",1994,14,2000,1,1,0,0
1021610110,"568 W 192ND ST",1990,14,2000,2,2,0,0
1021610120,"559 W 191ST ST",2000,14,2000,1,1,0,0
1021630025,"661 W 179TH ST",1993,14,2000,3,3,2,0
1021640042,"4308 BROADWAY",1992,34,2000,1,1,0,0
1021650004,"624 W 182ND ST",1990,14,2000,5,2,1,2
1021650053,"615 W 183RD ST",1982,34,2000,2,1,0,0
1021650055,"616 W 184TH ST",1992,14,2000,3,1,0,1
1021660001,"615 W 184TH ST",1991,14,2000,1,1,1,0
1021660023,"601 W 184TH ST",1990,14,2000,3,3,0,0
1021660033,"245 TO 247 WADSWORTH AVE",1989,14,2000,2,1,0,1
1021660061,"615 W 186TH ST",1999,14,2000,3,3,1,0
1021680001,"281 TO 295 WADSWORTH AVE",1985,34,2000,1,1,0,0
1021680011,"608 W 188TH ST",1998,14,2000,2,2,1,0
1021680031,"621 W 188TH ST",1989,14,2000,1,1,1,0
1021680056,"609 W 188TH ST",1996,14,2000,2,2,1,0
1021690001,"617 W 190TH ST",1990,14,2000,2,1,1,0
1021690039,"603 TO 607 W 191ST ST",1991,14,2000,1,1,0,0
1021700016,"658 TO 666 W 188TH ST",1990,14,2000,2,1,0,1
1021700037,"4410 BROADWAY",1995,14,2000,1,1,1,0
1021700042,"4420 BROADWAY",1996,14,2000,1,1,1,0
1021700066,"89 FAIRVIEW AVE",1992,14,2000,1,1,0,0
1021700091,"4520 BROADWAY",1992,14,2000,3,2,1,0
1021700096,"4530 BROADWAY",1990,14,2000,1,1,1,0
1021700105,"11 TO 19 HILLSIDE AVE",1991,14,2000,2,2,2,0
1021700260,"374 WADSWORTH AVE",1997,14,2000,2,2,1,0
1021700370,"45 WADSWORTH TER",1990,14,2000,1,1,1,0
1021710024,"59 NAGLE AVE",1990,14,2000,1,1,0,0
1021710032,"30 ELLWOOD ST",1990,14,2000,1,1,1,0
1021710052,"34 TO 64 HILLSIDE AVE",1995,14,2000,3,2,1,1
1021710066,"1 BOGARDUS PL",1991,14,2000,2,1,1,1
1021720004,"4580 BROADWAY",1990,14,2000,1,1,0,0
1021720030,"4640 BROADWAY",1982,34,2000,1,1,0,0
1021720032,"4646 TO 4648 BROADWAY",2000,14,2000,2,2,1,0
1021720046,"82 ELLWOOD ST",1990,14,2000,1,1,1,0
1021720049,"72 ELLWOOD ST",1990,14,2000,1,1,1,0
1021720100,"609 W 196TH ST",1999,14,2000,2,2,1,0
1021720120,"610 W 196TH ST",1990,34,2000,1,1,1,0
1021730029,"151 NAGLE AVE",1997,14,2000,2,2,0,0
1021740012,"47 TO 55 SICKLES ST",1992,14,2000,1,1,0,0
1021740077,"1 ARDEN ST",1999,14,2000,4,3,3,1
1021740115,"87 ELLWOOD ST",2000,14,2000,1,1,1,0
1021740131,"30 TO 36 SICKLES ST",2000,14,2000,2,2,1,0
1021740135,"14 TO 28 SICKLES ST",1990,14,2000,2,2,2,0
1021740166,"36 TO 48 ARDEN ST",1997,14,2000,1,1,0,0
1021740191,"29 ARDEN ST",1995,14,2000,2,1,1,0
1021740211,"40 THAYER ST",1997,14,2000,2,2,1,0
1021740217,"24 THAYER ST",1996,34,2000,2,2,1,0
1021740224,"14 THAYER ST",1996,34,2000,3,2,0,1
1021740241,"35 THAYER ST",1994,14,2000,1,1,1,0
1021740245,"45 THAYER ST",1994,34,2000,1,1,1,0
1021750027,"100 ARDEN ST",1998,14,2000,1,1,0,0
1021750053,"200 DYCKMAN ST",1990,14,2000,3,1,0,0
1021750118,"25 DONGAN PL",2000,14,2000,1,1,1,0
1021750128,"30 DONGAN PL",1992,14,2000,4,2,1,1
1021750135,"80 ARDEN ST",1992,14,2000,1,1,0,0
1021750150,"97 ARDEN ST",1991,14,2000,3,2,1,1
1021750192,"75 THAYER ST",1997,14,2000,2,2,2,0
1021750202,"95 TO 101 THAYER ST",1995,14,2000,1,1,1,0
1021760001,"723 W 177TH ST",1990,14,2000,2,1,0,0
1021760011,"718 W 178TH ST",1990,14,2000,2,2,1,0
1021760115,"734 TO 740 W 181ST ST",1991,14,2000,1,1,1,0
1021760138,"701 W 180TH ST",2000,14,2000,1,1,0,0
1021770008,"2 PINEHURST AVE",1996,14,2000,3,2,2,1
1021770018,"385 FORT WASHINGTON AVE",1990,14,2000,2,1,0,0
1021770039,"12 PINEHURST AVE",1980,34,2000,4,2,2,1
1021770105,"812 W 181ST ST",1992,14,2000,1,1,1,0
1021770122,"81 TO 83 CABRINI BLVD",1991,14,2000,1,1,1,0
1021770124,"75 TO 77 CABRINI BLVD",1992,14,2000,1,1,1,0
1021770130,"815 W 180TH ST",1997,14,2000,1,1,0,0
1021770136,"76 PINEHURST AVE",1990,14,2000,4,4,2,0
1021770145,"803 W 180TH ST",1991,14,2000,2,2,2,0
1021770152,"435 FORT WASHINGTON AVE",1999,14,2000,2,2,1,0
1021790070,"100 CABRINI BLVD",1999,14,2000,1,1,1,0
